Nombre,Empresa,Tecnología,Fase,Combustible,Matriz,Sector,Fecha operación,Capacidad (MW),Generación (GWh),Inversión (mdd),Modalidad,Entidad,Permiso CRE,MIA,Aprobación MIA,Notas,X,Y
FV Mexsolar II,"FV Mexsolar II, S. A. P. I. de C. V.",Fotovoltaica,En operación,Sol,X-Elio (Gestamp y KKR),Privado,2018,30,71.6,45,Generación,Guanajuato,E/1223/GEN/2014,11GU2013ED095,Autorizado,,-11193118.779956307,2398866.260165359
Ganadería Integral Vizur,"Ganadería Integral Vizur, S. A. de C. V.",Combustión interna,En operación,Diesel,"Ganadería Integral Vizur, S. A. de C. V.",Privado,2008,2.98,1.92,2.68,Autoabastecimiento,Sinaloa,E/777/AUT/2008,,No encontrado,,-11973269.820898358,2854789.9438929716
Parque de Tecnologia Electronica Ciudad Juarez,"Parque de Tecnología Electrónica, S. A. de C. V.",Fotovoltaica,En operación,Sol,Flex Ltd.,Privado,2018,1.9,3.84,2.17,Generación,Chihuahua,E/2015/GEN/2018,,No encontrado,,-11845060.244554697,3707915.699092219
Chicoasén II,CFE,Turbina Hidráulica,En proyecto sin permiso de la CRE,Agua,CFE,Público,null,240,null,386,No definida,Chiapas,Permiso no encontrado,07CH2011E0006,Autorizado condicionado,,-10371074.139222188,1919137.1692681147
Duna Solar,"FRV DUNA SOLAR, S. DE R. L. DE C. V.",Fotovoltaica,En proyecto con permiso de la CRE negado,Sol,"FRV DUNA SOLAR, S. DE R. L. DE C. V.",Privado,null,308,null,232,No definida,Chihuahua,Permiso negado por la CRE en la sesión ordinaria del 28 de abril del 2022,08CI2019E0061,Autorizado condicionado,,-11860523.881036865,3686874.54803299
Cienéga de Mata,Parque Eólico La Ciénega de Mata S.A P.I de C.V.,Eólico,En proyecto con permiso de la CRE terminado,Viento,Parque Eólico La Ciénega de Mata S.A P.I de C.V.,Privado,null,200,697.29,471,Generación,Jalisco,E/1775/GEN/2016,14JA2013ED027,Autorizado,,-11329881.287699249,2472004.598687755
CC Altamira III y IV (AUT),CFE,Ciclo Combinado,En operación,Gas Natural,CFE,Público,2016,60,405.49,60.83,Generación,Tamaulipas,E/1523/GEN/2015,28TM2000E0087,Autorizado condicionado,Será operada por CFE a partir de la venta de la central a un fideicomiso donde FONDIN tiene la mayoría del capital.  El permiso E/1523/AUT/2015 cambió en 2023 por el E/1523/GEN/2015,-10898324.222097304,2571007.8871369176
Granja Solar Tropica de Cancer 6,"Solenergize Zacatecas 6, S. A. de C. V.",Fotovoltaica,En proyecto con permiso de la CRE revocado,Sol,"Solenergize Zacatecas 6, S. A. de C. V.",Privado,null,30,68,45,Pequeño Productor,Zacatecas,E/1199/PP/2014,32ZA2016ED028,Desistido,,-11325319.763396546,2743307.728936339
Huerto Solar Fotovoltaico Durango,Iberia Renovables Durango S.A.P.I. de C.V,Fotovoltaica,En proyecto con permiso de la CRE,Sol,Iberia Group,Privado,null,100,264.6,148.2,Generación,Durango,E/1942/GEN/2017,10DU2021E0003,Autorizado condicionado,,-11648925.81033688,2797189.9343376523
Ingenio El Dorado,"Ingenio El Dorado, S.A. de C.V.",Turbina de Vapor y Combustión interna,En operación,Bagazo de caña y Combustoleo,Grupo Azucarero Mexico SAB de CV,Privado,1991,9.6,9.6,11.34,Autoabastecimiento,Sinaloa,E/125/AUT/98,,No encontrado,,-11952349.89853678,2792303.190926942
Ingenio El Molino,"Ingenio El Molino, S. A. de C. V.",Turbina de Gas,En operación,Bagazo de caña y Combustoleo,"Ingenio El Molino, S. A. de C. V.",Privado,1991,10,8.7,12,Autoabastecimiento,Nayarit,E/108/AUT/98,,No encontrado,,-11675996.59542748,2451719.0052378434
Jalisco I,Fortius Electromecánica S.A. de C.V.,Fotovoltaica,En operación,Sol,Fortius,Privado,2017,12.83,28.81,11.47,Generación,Jalisco,E/1744/GEN/2016,14JA2016ED048,Autorizado,,-11531511.762213029,2309896.609737698
Mazapa,"LINDA ENERGIA, S. DE R. L. DE C. V",Fotovoltaica,En proyecto con permiso de la CRE terminado,Sol,"LINDA ENERGIA, S. DE R. L. DE C. V",Privado,null,330,918.09,292.9,Generación,Tlaxcala,E/2198/GEN/2019,29TX2019E0009,En evaluacion,,-10968926.496289,2221833.017659613
Mina Solar,"ENGIE México, S.A. de c.v",Fotovoltaica,En proyecto sin permiso de la CRE,Sol,ENGIE,Privado,null,149,null,null,No definida,Nuevo León,Permiso no encontrado,19NL2018E0220,Autorizado condicionado,,-11226095.090750167,3039681.3525702166
Matamoros I,"CREACION DE ENERGIA SUSTENTABLE, S.A.P.I. DE C.V.",Fotovoltaica,Suspendido o cancelado,Sol,"CREACION DE ENERGIA SUSTENTABLE, S.A.P.I. DE C.V.",Privado,null,94.7,216,142.05,Generación,Coahuila,E/1298/GEN/2015,05CO2017E0034,Autorizado,,-11497150.190562543,2927699.986083115
La Carabina II,"Parque Eólico La Carabina II, S. A. P. I. de C. V.",Eólico,En proyecto con permiso de la CRE,Viento,Sowitec,Privado,null,150,486.2,300,Autoabastecimiento,Coahuila,E/1389/AUT/2015,05CO2017E0101,Autorizado,,-11283357.239028562,3458027.5686280183
Energia de Panuco,"Tractebel Energia de Panuco, S. A. de C. V.",Turbina de Gas,En operación,Gas Natural,"Tractebel Energia de Panuco, S. A. de C. V.",Privado,2009,60.7,470,54.66,Generación,Tamaulipas,E/267/GEN/2003,,No encontrado,El permiso  E/267/COG/2003 cambió en 2023 al nuevo permiso E/267/GEN/2003,-10894669.853683414,2553152.35990871
La Ventosa,Eléctrica del Valle de México filial de EDF (Francia),Eólico,En operación,Viento,Electricidad de Francia (EDF),Privado,2010,17,365.16,135,Autoabastecimiento,Oaxaca,E/201/AUT/2001,20OA2003E0004,Autorizado condicionado,,-10568633.2569811,1870786.2662332468
Pima Solar,ESJ RENOVABLE II S. DE R.L. DE C.V.,Fotovoltaica,En operación,Sol,Sempra Energy,Privado,2018,110,325,108.8,Generación,Sonora,E/1936/GEN/2017,26SO2017E0063,Autorizado,,-12549958.33790134,3605534.2418766534
Planta de Cogeneracion Mexichem Altamira I,"Mexichem Resinas Vinílicas, S. A. de C. V.",Ciclo Combinado,En operación,Gas Natural,Mexichem,Privado,2017,17.98,149.6,18.23,Generación,Tamaulipas,E/157/GEN/2000,28TM2017E0051,Autorizado,,-10897497.707160814,2561069.7118428797
San Pedro Poruas,CFE,Turbina Hidráulica,En operación,Agua,CFE,Público,1928,2.56,6.09,3.84,Generación,Michoacán,E/1599/GEN/2015,,No encontrado,,-11270955.619912261,2203742.7624064153
Tamazulapan,CFE,Turbina Hidráulica,En operación,Agua,CFE,Público,1965,2.48,7.2,3.72,Generación,Oaxaca,E/1601/GEN/2015,,No encontrado,,-10866973.069002314,2001620.451634198
Tampico Solar 1,TAMPICO SOLAR S.A. DE C.V.,Fotovoltaica,En proyecto con permiso de la CRE,Sol,TAMPICO SOLAR S.A. DE C.V.,Privado,null,30,78.47,45,Autoabastecimiento,Guanajuato,E/1469/AUT/2015,,No encontrado,,-11183903.547680575,2408684.2095773527
Tuli,Tuli Energía S. de R. L. de C. V.,Fotovoltaica,En operación,Sol,CEMEX,Privado,2019,165,411,202,Generación,Zacatecas,E/1870/GEN/2016,32ZA2017E0013,Autorizado,,-11329377.416722097,2742952.9397237333
VDA Solar,"Vientos del Altiplano, S. de R.L. de C.V",Fotovoltaica,En construcción,Sol,Sowitec,Privado,null,40,null,49,No definida,Zacatecas,Permiso no encontrado,32ZA2017E0015,Autorizado condicionado,,-11299006.974982657,2738644.72332555
Sys Energy Center,"MG HR, S. DE R.L. DE C.V.",Fotovoltaica,En operación,Sol,"MG HR, S. DE R.L. DE C.V.",Privado,2022,31.55,92.26,60,Generación,Baja California Sur,E/2147/GEN/2019,03BS2018E0026,Autorizado,,-12439614.714952571,2899584.5599909816
Puebla Solar 146.3,J.C.M. PUEBLA PV DEVELOPMENT S.A. DE C.V.,Fotovoltaica,En proyecto sin permiso de la CRE,Sol,JCM Power,Privado,null,146,null,90,No definida,Puebla,Permiso no encontrado,21PU2020E0007,Desistido,,-10904759.4404468,2139767.122675619
Vientos del Altiplano,Enel GreenPower,Eólico,En operación,Viento,Enel Green Power,Privado,2016,139.98,398.52,259.96,Autoabastecimiento,Zacatecas,E/1356/AUT/2015,32ZA2013ED016,Autorizado condicionado,,-11301326.292083047,2737507.3309073946
Santo Domingo,Eoliatec del Pacifico: EDF (Francia) y Mitsui (Japón),Eólico,En operación,Viento,Electricidad de Francia (EDF) / Mitsui,Privado,2012,160,600,320,Autoabastecimiento,Oaxaca,E/685/AUT/2007,20OA2007E0003,Autorizado,,-10551470.013437815,1865703.269938444
Puerta Madera,GESA ENERGIA S. de R.L. de C.V.,Eólico,En proyecto sin permiso de la CRE,Viento,Siemens Gamesa Renewable Energy,Privado,null,200,null,222,Generación,Chihuahua,Permiso no encontrado,08CI2014ED102,Autorizado condicionado,,-11993418.261340115,3559960.959464552
Las Lomas de Ocampo III,PARQUE SOLAR LAS LOMAS DE OCAMPO III SA DE CV,Fotovoltaica,En proyecto con permiso de la CRE revocado,Sol,Energía Aljaval,Privado,null,30,71.07,45,Generación,Coahuila,E/1424/GEN/2015,05CO2018E0083,Autorizado condicionado,"En la sección ordinaria de la CRE del 21 de julio del 2022 se negó el permiso, sin embargo aparece vigente en la página de búsqueda de permiso de la CRE",-11308145.96342595,3114353.4751517707
PH Usila,"Enersi, S. A. de C. V.",Turbina Hidráulica,En proyecto con permiso de la CRE,Agua,Generación Enersi S.A de C.V,Privado,null,27.6,121,41.4,Pequeño Productor,Oaxaca,E/1188/PP/2014,20OA2014E0053,Negado,,-10745247.336474922,2022871.3819324288
Planta Atenquique,"Bio Pappel, S. A. B. de C. V.",Turbina de Vapor,En operación,Licor Negro y Combustoleo,Bio Pappel S.A.B de C.V.,Privado,2011,15.5,42.02,18.6,Cogeneración,Jalisco,E/900/COG/2011,,No encontrado,,-11514591.328743061,2217079.162527393
Viborillas,"Solar Park Viborillas, S. de R. L. de C. V.",Fotovoltaica,En operación,Sol,Jinkosolar Investment,Privado,2018,113.72,331.05,109.65,Generación,Jalisco,E/1790/GEN/2016,14JA2016E0071,Autorizado,,-11323631.748034004,2491379.492056812
CCI Baja California Sur UME-01,CFE,Combustión interna,En operación,Diesel,CFE,Público,2014,26,53,23.4,Generación,Baja California Sur,E/1654/GEN/2015,03BS2016ED041,Autorizado condicionado,,-12273375.08657269,2777547.034574548
Abbott Laboratories de México,"Abbott Laboratories de México, S. A. de C. V.",Turbina de Gas,En operación,Gas Natural,Abbott Laboratories,Privado,2009,6.3,46.41,5.67,Autoabastecimiento,Ciudad de México,E/796/AUT/2008,,No encontrado,,-11036207.619151382,2191479.997431324
Absormex Altamira,"Absormex CMPC Tissue, S. A. de C. V.",Turbina de Gas,En operación,Gas Natural,Grupo ABS International SA de CV,Privado,2015,22.18,184.4,33.6,Generación,Tamaulipas,E/1527/GEN/2015,,No encontrado,,-10897307.930806106,2560833.0704809856
Akal J3E/2223/GEN/2019,PEMEX,Combustión interna,En operación,Gas Natural,PEMEX,Público,2019,26.78,210.05,20.95,Generación,Campeche,E/2223/GEN/2019,,No encontrado,,-10246992.122617902,2199504.947549569
Atco-Ranman Energía SLP,"Atco-Ranman Energía SLP, S. A. P. I. de C. V.",Combustión interna,En operación,Gas Natural,Atco Ltd,Privado,2017,12.86,144.07,50,Generación,San Luis Potosí,E/1799/GEN/2016,,No encontrado,,-11230460.827445656,2514435.903957959
Atlatec Qro,"Atlatec, S. A. de C. V.",Combustión interna,En operación,Biogas,Mitsui,Privado,2010,1.05,8.41,0.94,Cogeneración,Queretaro,E/854/COG/2010,,No encontrado,,-11182393.32512956,2344735.652699393
Acquavento,"Acquavento, S. A. de C. V.",Turbina Hidráulica,En proyecto con permiso de la CRE revocado,Agua,"Acquavento, S. A. de C. V.",Privado,null,30,160,45,Generación,Oaxaca,E/1478/GEN/2015,,No encontrado,,-10779965.230683489,2039075.2028848063
Parque Eólico de Coahuila,EDP Renovables e Industrias Peñoles,Eólico,En operación,Viento,EDP Renovables / Industrias Peñoles,Privado,2017,199.5,760,399,Autoabastecimiento,Coahuila,E/1015/AUT/2013,05CO2014E0011,Autorizado,,-11294635.151337411,2960164.1915593664
Zacatecas 360,"360 PLAZA DE CIBELES, S. A. P. I. DE C. V.",Fotovoltaica,En proyecto con permiso de la CRE revocado,Sol,360 Solar,Privado,null,76.5,210.87,65,Generación,Zacatecas,E/2186/GEN/2019,32ZA2018E0032,En evaluacion,"En la sección ordinaria de la CRE del 21 de julio del 2022 se negó el permiso, sin embargo aparece vigente en la página de búsqueda de permiso de la CRE",-11398880.659184676,2654499.972089104
Armax Renewable Energies,"Armax Renewable Energies, S. A. P. I. de C. V.",Fotovoltaica,En proyecto con permiso de la CRE revocado,Sol,"Viga Energy Partners, LLC",Privado,null,30,59.62,43.81,Generación,Sonora,E/1879/GEN/2016,,No encontrado,,-12767836.026792984,3820323.6482929415
Progreso,"Energía Renovable de la Península, S.A.P.I. de C.V. filial de Vive Energía",Eólico,En operación,Viento,Vive Energía / Envision Energy USA Limited,Privado,2020,92.4,315.67,167,Generación,Yucatán,E/2104/GEN/2018,31YU2018E0034,Autorizado,,-9972804.49122141,2421099.8879465126
Akin Solar I y II,AKIN SOLAR S.A. DE C.V.,Fotovoltaica,En operación,Sol,ENGIE,Privado,2019,100,298.69,150,Generación,Sonora,E/1501/GEN/2015,26SO2018E0044,Autorizado,Permiso anterior era E/1501/AUT/2015,-12538552.655307349,3495029.974012905
Auma,"Auma, S. A. de C. V.",Combustión interna,En operación,Gas Natural,Auma SA de CV,Privado,2010,2.06,2.06,1.85,Autoabastecimiento,Chihuahua,E/860/AUT/2010,,No encontrado,,-11802708.616264982,3331361.133973814
Bepensa,Embotelladoras Bepensa. S. A. de C. V.,Combustión interna,En operación,Diesel,Grupo Bepensa,Privado,2008,2,1.26,1.8,Autoabastecimiento,Yucatán,E/786/AUT/2008,,No encontrado,,-9970373.151091045,2389506.110213028
Bticino de México,"Bticino de México, S. A. de C. V.",Combustión interna,En operación,Diesel,Legrand S.A,Privado,2003,1,0.35,0.9,Autoabastecimiento,Queretaro,E/260/AUT/2003,,No encontrado,,-11181493.005370675,2364314.6186140785
Bunge Comercial,"Bunge Comercial, S. A. de C. V.",Combustión interna,En operación,Gas Natural,Bunge Ltd.,Privado,2012,2,16,1.8,Autoabastecimiento,Ciudad de México,E/906/AUT/2011,,No encontrado,,-11039261.576986117,2213630.490260037
Central Aztecas,Teléfonos de México S.A.B. de C.V. (Telmex),Combustión interna,En operación,Diesel,Grupo Carso,Privado,2005,1.28,0.44,1.15,Autoabastecimiento,Guanajuato,E/440/AUT/2005,,No encontrado,,-11224360.897836454,2335422.4471091325
Central Colina,"CFE - Generacion I, Central Colina",Turbina Hidráulica,En operación,Agua,CFE,Público,1920,3,8.2,4.5,Generación,Chihuahua,E/1575/GEN/2015,,No encontrado,,-11731148.502420312,3195378.701257592
Centro Telefónico Puebla,"Teléfonos de México, S. A. de C. V., Centro Telefónico Puebla",Combustión interna,En operación,Diesel,Grupo Carso,Privado,2005,2.2,1.54,1.98,Autoabastecimiento,Puebla,E/445/AUT/2005,,No encontrado,,-10935203.872912185,2160734.178950623
Cervecería Cuauhtémoc-Moctezuma,Cervecería Cuauhtémoc-Moctezuma,Turbina Hidráulica,En operación,Agua,Heineken Holding NV,Privado,1990,2,4.63,null,Autoabastecimiento,Veracruz,E/114/AUT/98,,No encontrado,,-10811971.66707423,2139812.830551497
Complejo Procesador deGas Poza Rica,Pemex Transformación Industrial,Turbina de Vapor,En operación,Gas Natural,PEMEX,Público,2012,16,56.4,19.2,Cogeneración,Veracruz,E/940/COG/2012,,No encontrado,,-10850501.523586603,2335112.195902237
CONDUMEX Planta Guadalajara,"Nacional de Conductores Eléctricos, S. A. de C. V.",Combustión interna,En operación,Diesel,"Nacional de Conductores Eléctricos, S. A. de C. V.",Privado,2006,3,2.44,2.7,Autoabastecimiento,Jalisco,E/573/AUT/2006,,No encontrado,,-11505920.92299834,2348394.7292134603
Continental Guadalajara,"Continental Automotive Guadalajara México, S. A. de C. V.",Combustión interna,En operación,Diesel,Continental,Privado,2003,3.65,30.3,3.29,Autoabastecimiento,Jalisco,E/268/AUT/2003,,No encontrado,,-11511351.064382143,2344906.9829190774
Cordaflex,"Cordaflex, S. A. de C. V.",Combustión interna,En operación,Diesel,Aptiv PLC,Privado,2005,2.5,2.04,2.25,Autoabastecimiento,Queretaro,E/312/AUT/2004,,No encontrado,,-11183157.90635415,2336565.937029165
CSI Saltillo,"CSI en Saltillo, S. de R. L. de C. V.",Turbina de Gas,En operación,Gas Natural,"CSI en Saltillo, S. de R. L. de C. V.",Privado,2014,2.6,22.77,2.34,Cogeneración,Coahuila,E/1014/COG/2013,,No encontrado,,-11242942.938346162,2934134.218977286
Ecoquim,"Residuos Industriales Multiquim, S. A. de C. V.",Combustión interna,En operación,Diesel,"Residuos Industriales Multiquim, S. A. de C. V.",Privado,1996,1.56,0.86,1.4,Autoabastecimiento,Nuevo León,E/53/AUT/96,,No encontrado,,-11170990.896404283,2975297.8163323607
Ecosys III,"Ecosys III, S. A. de C. V.",Combustión interna,En operación,Biogas,"Ecosys III, S. A. de C. V.",Privado,2011,1.75,12.14,1.57,Autoabastecimiento,Guanajuato,E/887/AUT/2011,,No encontrado,,-11324794.289759012,2401754.823372961
Energía de Pachuca,"Energía de Pachuca, S. A. P. I. de C. V.",Combustión interna,En operación,Biogas,"Energía de Pachuca, S. A. P. I. de C. V.",Privado,2015,1.06,9.28,0.95,Autoabastecimiento,Hidalgo,E/1396/AUT/2015,,No encontrado,,-11000498.349180046,2280211.923435259
Campo Geotérmico Amarillo,"Geotérmica para el Desarrollo, S. A. P. I. de C. V.",Geotérmica,En proyecto con permiso de la CRE revocado,Calor Geotermico,Grupo Salinas,Privado,null,25,186,30,Autoabastecimiento,Jalisco,E/1429/AUT/2015,,No encontrado,,-11567565.904419621,2346655.5897454564
Geotérmica Celaya,"Energías Alternas, Estudios y Proyectos, S. A. de C. V.",Geotérmica,En proyecto con permiso de la CRE,Calor Geotermico,Grupo Enal,Privado,null,56,416.1,115.72,Generación,Guanajuato,E/2193/GEN/2019,11GU2019E0032,Autorizado condicionado,,-11214298.265974566,2336956.470647647
Givaudan de México,"Givaudan de México, S. A. de C. V.",Combustión interna,En operación,Gas Natural,Givaudan S.A,Privado,2016,2.66,18.4,3.43,Generación,Queretaro,E/1532/GEN/2015,,No encontrado,,-11148232.294428544,2334369.513717376
Ideal Saneamiento de Saltillo,"Ideal Saneamiento de Saltillo, S. A. de C. V.",Combustión interna,En operación,Biogas,IDEAL,Privado,2016,0.86,6.76,0.77,Cogeneración,Coahuila,E/1103/COG/2013,,No encontrado,,-11239649.990923032,2939191.6091115302
KANDELIUM MÉXICO,"Solvay & CPC Barium Strontium Monterrey, S. de R. L. de C. V.",Combustión interna,En operación,Diesel,Solvay SA,Privado,2006,2,1.64,1.8,Autoabastecimiento,Nuevo León,E/528/AUT/2006,,No encontrado,,-11193036.63953044,2969699.9831555546
Kellogg de México,"Kellogg de México, S. de R. L. de C. V.",Combustión interna,En operación,Gas Natural,Kellogg Co.,Privado,2007,6.17,6.41,5.55,Autoabastecimiento,Queretaro,E/521/AUT/2006,,No encontrado,,-11179071.500317324,2343807.471203163
Látex Mexicana,"Látex Mexicana, S. A. de C. V.",Turbina de Gas,En construcción,Gas Natural,"Látex Mexicana, S. A. de C. V.",Privado,null,1,6.75,1.54,Generación,Jalisco,E/2235/GEN/2020,,No encontrado,,-11501881.70974644,2346313.6531045097
Minera del Norte Central Coahuila,"Minera del Norte, S. A. de C. V.",Combustión interna,En operación,Gas Natural,Grupo Acerero Del Norte SA de CV,Privado,2016,1.6,12.44,22.27,Generación,Coahuila,E/1548/GEN/2015,,No encontrado,,-11270585.834374966,3199285.2126367954
Minera y Metalúrgica del Boleo (AUT),"Minera y Metalúrgica del Boleo, S. A. P. I. de C. V.",Combustión interna,En operación,Diesel,Korea Resources Corp.,Privado,2011,30.85,143,27.77,Autoabastecimiento,Baja California Sur,E/890/AUT/2011,,No encontrado,,-12500998.715620052,3169695.224969101
Parque de Tecnología Electrónica,"Parque de Tecnología Electrónica, S.A de C.V.",Combustión interna,En operación,Gas Natural,Flex Ltd.,Privado,2007,7,7.28,6.3,Autoabastecimiento,Jalisco,E/683/AUT/2007,,No encontrado,,-11515439.941711666,2360827.6966372537
Plastibolsa,"Plastibolsa, S. A. de C. V.",Combustión interna,En operación,Diesel,"Plastibolsa, S. A. de C. V.",Privado,2007,1.6,0.7,1.44,Autoabastecimiento,Ciudad de México,E/674/AUT/2007,,No encontrado,,-11029611.067690266,2198639.5632035565
Gaya (GEN),"Hidroeléctricas Gaya, S. A. de C. V.",Turbina Hidráulica,En proyecto con permiso de la CRE,Agua,"Hidroeléctricas Gaya, S. A. de C. V.",Privado,null,3,14.27,4.5,Generación,Puebla,E/1097/GEN/2013,21PU2016E0036,Negado,,-10857388.720219426,2268403.5411260547
Pjijiapan,Hidroeléctrica Pijijiapan S.A. de C.V.,Turbina Hidráulica,En proyecto sin permiso de la CRE,Agua,Hidroeléctrica Pijijiapan S.A. de C.V.,Privado,null,14,null,15,No definida,Chiapas,Permiso no encontrado,07CH2012ED064,Autorizado,,-10356163.094918707,1769320.6029870147
Las Trojes,"Hidroelectricidad del Pacífico, S.A. de C.V.",Turbina Hidráulica,En operación,Agua,Enel Green Power,Privado,2003,9.15,37,13.73,Generación,Jalisco,E/147/GEN/99,,No encontrado,El permiso E/147/AUT/99 cambió en 2023 al E/147/GEN/99,-11510325.158426525,2150924.2639659587
Papeles y Conversiones de México (Central II),"Papeles y Conversiones de México, S. A. de C. V.",Turbina de Gas,En operación,Gas Natural,"Papeles y Conversiones de México, S. A. de C. V.",Privado,2017,10,86.72,9.5,Generación,Nuevo León,E/1930/GEN/2017,,No encontrado,,-11146614.339100726,2960382.5340370284
Eólica del Río Grande,"Eólica del Río Grande, S. A. P. I. de C. V.",Eólico,En proyecto con permiso de la CRE terminado,Viento,"Eólica del Río Grande, S. A. P. I. de C. V.",Privado,null,247,749.6,268.9,Generación,Tamaulipas,E/2137/GEN/2018,,No encontrado,,-10949403.66804592,2995797.1108499193
Eólica del Palmar,"Compañia Eólica El Palmar, S. A. de C. V.",Eólico,En proyecto con permiso de la CRE,Viento,Grupo Energía México (GEMEX),Privado,null,60,199.73,120,Autoabastecimiento,Tamaulipas,E/2164/AUT/2019,,No encontrado,,-10948982.508563621,2907280.85384601
CC Altamira V,CFE,Ciclo Combinado,En operación,Gas Natural,CFE,Público,2006,1121,10012.68,1158.78,Productor Independiente de Energía,Tamaulipas,E/288/PIE/2003,28TM2000E0089,Autorizado condicionado,La CRE señala 1143 MW de capacidad y la CFE 1121 MW de Capacidad Neta Demostrada. Será operada por CFE a partir de la venta de la central a un fideicomiso donde FONDIN tiene la mayoría del capital.,-10898765.69293389,2571629.5506124003
Prup,"Prup, S. A. de C. V.",Combustión interna,En operación,Gas Natural,"Prup, S. A. de C. V.",Privado,2004,5.22,35.31,4.69,Cogeneración,Hidalgo,E/293/COG/2004,13HI2003ED069,Autorizado condicionado,,-11017605.705886176,2252513.7255472094
PTAR Dulcen Nombres,Servicios de Agua y Drenaje de Monterrey,Combustión interna,En operación,Biogas,Servicios de Agua y Drenaje de Monterrey,Público,1997,9.2,40.2,8.28,Autoabastecimiento,Nuevo León,E/56/AUT/97,,No encontrado,,-11139641.468761401,2967154.690973829
Puente Grande,CFE,Turbina Hidráulica,En operación,Agua,CFE,Público,1945,9,24,13.5,Generación,Jalisco,E/1598/GEN/2015,,No encontrado,,-11482265.95087925,2340645.267763147
Hermosillo I,"Iberdrola Renovables Noroeste, S.A. de C.V.",Fotovoltaica,En operación,Sol,Iberdrola,Privado,2018,100,175.2,150,Generación,Sonora,E/1442/GEN/2015,,No encontrado,,-12330753.066120837,3383463.070144836
Santa Barbara,Kronos Solar Park Three SAPI de C.V.,Fotovoltaica,En proyecto con permiso de la CRE,Sol,Kronos Solar,Privado,null,30,78.68,47.21,Generación,Chihuahua,E/1769/GEN/2016,,No encontrado,,-11777627.806221675,3105357.1083175573
Terminal Logística Pajaritos,PEMEX,Turbina de Gas,En operación,Gas Natural,PEMEX,Público,1991,49.69,86,44.72,Autoabastecimiento,Veracruz,E/80/AUT/98,,No encontrado,,-10508846.269105634,2051360.5890205759
Terminal Maritima Dos Bocas,Pemex-Exploracion y Produccion,Turbina de Gas,En operación,Gas Residual,PEMEX,Público,2007,71,248.1,63.9,Cogeneración,Tabasco,E/639/COG/2007,,No encontrado,,-10372416.557659587,2088126.1322482857
Plataforma Habitacional Litoral A2,Pemex-Exploración y Producción,Combustión interna,En operación,Diesel,PEMEX,Público,2021,1.36,1.96,2.18,Generación,Campeche,E/2252/GEN/2021,,No encontrado,,-10305408.413565725,2138701.5061539216
Complejo Procesador de Gas Burgos,Pemex Transformacion Industrial,Turbina de Gas,En operación,Gas Residual,PEMEX,Público,2011,19.5,135.9,17.55,Cogeneración,Tamaulipas,E/901/COG/2011,,No encontrado,,-10963087.929259453,3000888.81307995
CCC El Carmen,Iberdrola Energia de Escobedo S. A. de C.V.,Ciclo Combinado,En operación,Gas Natural,Iberdrola,Privado,2018,949.8,7695,581.88,Generación,Nuevo León,E/1761/GEN/2016,19NL2014E0009,Autorizado condicionado,,-11172034.040183047,2982734.954752642
Punta Prieta (Aeroderivadas),CFE Generacion III,Turbina de Gas,En proyecto sin permiso de la CRE,Gas Dulce y Diesel,CFE,Público,null,88,null,67,No definida,Baja California Sur,Permiso no encontrado,03BS2020E0006,Autorizado condicionado,,-12279702.784765612,2780473.3750954904
Refinería General Lázaro Cárdenas,PEMEX,Cogeneracion,En proyecto con permiso de la CRE terminado,Gas Natural,PEMEX,Público,null,40,315.36,48,Cogeneración,Veracruz,E/640/COG/2007,,No encontrado,,-10522670.962083193,2034542.9050212873
Virgen de Guadalupe,"Misión energética, SAPI de C.V.",Turbina Hidráulica,En proyecto sin permiso de la CRE,Agua,MISION ENERGETICA SAPI DE C.V.,Privado,null,6,null,null,No definida,Veracruz,Permiso no encontrado,30VE2014ED118,Negado,,-10812195.995885683,2249267.060236768
Parque Durangeño,"Aora Generación Durango, S. A. P. I. de C. V.",Eólico,En proyecto con permiso de la CRE terminado,Viento,Aora Solar,Privado,null,154.81,413.3,63.98,Generación,Durango,Permiso negado por la CRE en la sesión ordinaria del 15 de junio del 2022 (E/2152/GEN/2019),,No encontrado,,-11672669.34490326,2785920.0326440954
Complejo Petroquimico Cosoleacaque,Pemex Transformacion Industrial,Turbina de Gas,En operación,Gas Natural,PEMEX,Público,2007,59.6,454,53.64,Generación,Veracruz,E/606/GEN/2007,,No encontrado,El permiso E/606/COG/2007 cambió en el 2023 al E/606/GEN/2007,-10526788.61661428,2038140.063528033
Río Cintalapa,Hidroeléctrica Rio Cintalapa S.A.P.I de C.V,Turbina Hidráulica,En proyecto sin permiso de la CRE,Agua,Hidroeléctrica Rio Cintalapa S.A.P.I de C.V,Privado,null,16,null,null,No definida,Chiapas,Permiso no encontrado,07CH2013HD016,Autorizado,,-10305849.049506132,1733803.7831535484
Santa Elena (Huixtán II),CFE,Turbina Hidráulica,En proyecto sin permiso de la CRE,Agua,CFE,Público,null,300,null,null,No definida,Chiapas,Permiso no encontrado,,No encontrado,,-10178594.48418718,1817706.7702556527
Zagis,"Zagis, S. A. de C. V.",Turbina Hidráulica,En operación,Agua,Zagis,Privado,2015,2.16,12.24,3.24,Autoabastecimiento,Veracruz,E/1112/AUT/2014,,No encontrado,,-10809872.677962797,2135474.46475752
